题目ID,原GPT裁定档,修订后主标签,可接受等级,复核状态,修订后置信度,教师标准档,初次盲评档,复核依据,复核证据来源,题干,选项,官方解析,题目图片URL,解析图片URL,结构_步骤,结构_题型,结构_状态,结构_约束,结构_实验,结构_图表,结构_推理
2533842913537921024,基础题,基础题,基础题|中等题,保留原主标签；相邻档有争议,中,基础题,基础题,第二轮复核认为现有证据只能证明该题处于相邻档边界，不能排除原GPT主标签。为避免使用模型预测反向拟合真值，保留原主标签，并将另一档记录为可接受等级。,三次运行错题并集逐题复核,分子很小，看不见摸不着，但我们可以通过一些直接感知的现象经过合理的推测来认识分子的一些性质，下列推测既合理又符合事实的有（ ）个。 ①现象：在空调房间内吸烟看到烟雾在空中弥漫；推测：分子在做无规则运动 ②现象：注射器内封住的水很难被压缩；推测：分子之间没有间隙 ③现象：磁铁上吸住了很多小铁钉；推测：分子之间存在引力作用 ④现象：打开酒精瓶的瓶塞后，教室里弥漫着酒精味；推测：分子在做无规则运动 ⑤现象：破镜不能重圆；推测：分子间有排斥力,A. 1个 B. 2个 C. 3个 D. 4个,解：①看到烟雾在空中弥漫，是固体小颗粒的运动，属于机械运动，不能说明分子在做无规则运动，故①错误； ②注射器内的水很难压缩正是由于分子间存在着强大的斥力的缘故，分子之间有间隙，故②错误； ③磁铁上吸住了很多小铁钉是因为小铁钉受到磁力的作用，故③错误； ④打开酒精瓶的瓶塞后，教室里弥漫着酒精味，说明分子在做无规则运动，故④正确； ⑤破镜不能重圆是因为分子间的距离没有达到分子力作用范围，故⑤错误。 故选：A。,https://k12static.xdf.cn/k12/image/externalized/1a7a482a-2f06-4449-afd2-5ab4ae019935.png,https://k12static.xdf.cn/k12/image/externalized/1ca4bcde-07f3-46b9-900b-e8827b2cc99c.png,1-2步,概念判断,单状态,无约束,无,无,简单因果推理
2538082621992771584,送分题,基础题,送分题|基础题,修订GPT主标签,高,基础题,中等题,需要将光的折射规律映射到水中刻度的视觉变化，超过送分题的直接检索，但最长链仍只有1—2个常规决策，不足以达到中等题。,三次运行错题并集逐题复核,如图所示，将刻度尺斜插入水中，从水面上看去，水中尺子的刻度情况（ ）,A. 变得疏了 B. 变得密了 C. 一部分变疏一部分变密 D. 疏密没有变化,解：将刻度尺斜插入水中，从水中的尺子上反射出的光线由水中斜射入空气时，在水面上发生折射，折射角大于入射角，折射光线进入人眼，人眼会逆着折射光线的方向看去，就会觉得尺子变短了，所以水中尺子的刻度看起来变得密了。 故选：B。,https://k12static.xdf.cn/k12/image/externalized/86378710-5a54-4e2e-9176-d4b0ed65ce6d.png,https://k12static.xdf.cn/k12/image/externalized/86c97aad-a436-4963-a1e1-02fdd382411f.png,1-2步,光学声学综合,单状态,无约束,无,无,简单因果推理
2540318633685504000,基础题,基础题,基础题|中等题,保留原主标签；相邻档有争议,中,基础题,基础题,第二轮复核认为现有证据只能证明该题处于相邻档边界，不能排除原GPT主标签。为避免使用模型预测反向拟合真值，保留原主标签，并将另一档记录为可接受等级。,三次运行错题并集逐题复核,小明利用如图所示的装置探究杠杆的平衡条件，对于该实验，下列说法正确的是（ ）,A. 实验过程中，应控制一侧的钩码数量及位置不变，用到了控制变量法 B. 实验结论表明“动力×支点到动力作用点的距离=阻力×支点到阻力作用点的距离” C. 应该用质量可忽略的轻质杠杆进行实验，否则杠杆的自重会对实验造成影响 D. 为了让实验结论更具有普遍性，既可以改变钩码的数量，又可以改变钩码的位置,解：AD．实验过程中，为了得到普遍规律，既可以改变钩码的数量，又可以改变钩码的位置，进行多次实验，没有用到控制变量法。故A错误，D正确； B．力臂是支点到力的作用线的距离，实验结论表明“动力×动力臂=阻力×阻力臂”，故B错误； C．实验中只需将杠杆的重心通过支点，就可以避免杠杆的自重会对实验造成的影响，故C错误。 故选：D。,https://k12static.xdf.cn/k12/image/externalized/2b36ff4c-3f4d-4438-864b-43ea2d85fc1e.png,https://k12static.xdf.cn/k12/image/externalized/8e64d731-3243-4d19-92af-92c708ae3dba.png,1-2步,概念判断,单状态,无约束,控制变量或故障分析,无,多层因果推理
2568486439690219520,送分题,送分题,送分题|基础题,保留原主标签；相邻档有争议,中,送分题,送分题,第二轮复核认为现有证据只能证明该题处于相邻档边界，不能排除原GPT主标签。为避免使用模型预测反向拟合真值，保留原主标签，并将另一档记录为可接受等级。,三次运行错题并集逐题复核,如图是一辆小车做直线运动的路程-时间图象，由图象可知该小车在0～3s内运动的路程为（ ）,A. 1m B. 2m C. 3m D. 4m,解：由图象可知：小车在0～1s内处于静止状态；在1～2s内处于运动状态，运动的路程为2m-1m=1m；在2～3s内处于静止状态，所以小车在0～3s内运动的路程为1m。 故选：A。,https://k12static.xdf.cn/k12/image/externalized/9c2e7b44-7890-4088-b4de-25099619796a.png,https://k12static.xdf.cn/k12/image/externalized/db42b2ed-6c2f-4cde-aa74-89ee56ffd67d.png,1-2步,图像表格分析,单状态,无约束,无,直接读数,简单因果推理
2577618973254782976,基础题,基础题,基础题|中等题,保留原主标签；相邻档有争议,中,基础题,基础题,第二轮复核认为现有证据只能证明该题处于相邻档边界，不能排除原GPT主标签。为避免使用模型预测反向拟合真值，保留原主标签，并将另一档记录为可接受等级。,三次运行错题并集逐题复核,张先生驾车从广州到肇庆旅游，汽车以90km/h的平均速度行驶0.5h到达三水，休息0.5h后，再以80km/h的平均速度行驶1.5h到达肇庆，请求： （1）广州到三水，汽车行驶的路程是多少km？ （2）广州到肇庆，汽车的平均速度是多少km/h？,,"解：（1）汽车从广州到三水的路程： s1=v1t1=90km/h×0.5h=45km； （2）汽车从三水到肇庆的路程： s2=v2t2=80km/h×1.5h=120km, 总路程：s=s1+s2=45km+120km=165km, 行驶的总时间：t=t1+t3+t2=0.5h+0.5h+1.5h=2.5h, 平均速度：v=$\frac{s}{t}$=$\frac{165km}{2.5h}$=66km/h。 答：（1）广州到三水，汽车行驶的路程是45km； （2）广州到肇庆，汽车的平均速度是66km/h。",https://k12static.xdf.cn/k12/image/externalized/f35354f2-3d5a-4224-93a7-94fdddcec4c1.png,https://k12static.xdf.cn/k12/image/externalized/78a969b9-9d1e-4676-9387-3270ce99d955.png,3-5步,力学综合,双状态,无约束,无,无,多层因果推理
2589025820182601728,送分题,送分题,送分题|基础题,保留原主标签；相邻档有争议,中,送分题,送分题,第二轮复核认为现有证据只能证明该题处于相邻档边界，不能排除原GPT主标签。为避免使用模型预测反向拟合真值，保留原主标签，并将另一档记录为可接受等级。,三次运行错题并集逐题复核,现代农业利用喷药无人机喷洒农药，安全又高效，如图所示，喷药无人机在农田上方沿水平方向匀速飞行，同时均匀喷洒农药，此过程中，喷药无人机的（ ）,A. 动能减小、重力势能减小 B. 动能减小、重力势能不变 C. 动能不变、重力势能减小 D. 动能不变、重力势能不变,解： 无人机在农田上空的某一高度水平匀速飞行，同时均匀喷洒农药，飞机的速度和高度均不变，但质量变小，所以无人机的动能减小，重力势能减小。 故选：A。,https://k12static.xdf.cn/k12/image/externalized/3f38dce1-9810-4467-b12c-b0c9334f8445.png,https://k12static.xdf.cn/k12/image/externalized/fbdd2a64-1d46-4385-9dd1-961eb07d53a0.png,1-2步,概念判断,单状态,无约束,无,无,简单因果推理
2589556251897663488,基础题,基础题,基础题|中等题,保留原主标签；相邻档有争议,中,基础题,基础题,第二轮复核认为现有证据只能证明该题处于相邻档边界，不能排除原GPT主标签。为避免使用模型预测反向拟合真值，保留原主标签，并将另一档记录为可接受等级。,三次运行错题并集逐题复核,如图所示，电源电压不变，闭合开关S，电压表V1的示数为6V，电压表V2的示数为4V。下列说法正确的是（ ）,A. L1两端电压为4V B. L1与L2电流之比为2：1 C. 若灯L1发生断路，灯L2不能继续发光 D. 断开开关，只将电压表V2换成电流表，则L1与L2串联,解：A、由电路图可知，两灯泡串联，电压表V1测电源的电压，电压表V2测L2两端的电压，由两个电压表的示数可知，电源的电压U=6V；电压表V2的示数为4V，则L2两端的电压U2=4V；因串联电路中总电压等于各分电压之和，所以，L1两端电压：U1=U-U2=6V-4V=2V，故A错误； B、两灯泡串联，串联电路中电流处处相等，通过两灯的电流相等，则L1与L2电流之比为：1，故B错误； C、串联电路只有一条电流的路径，若灯L1发生断路，整个电路断开，灯L2不会发光，故C正确； D、将电压表V2换成电流表，灯泡L2短路，电路为灯泡L1的简单电路，电流表测量灯泡L1的电流，故D错误。 故选：C。,https://k12static.xdf.cn/k12/image/externalized/ab5e10ec-882b-4ccc-b004-20d5517f9099.png,https://k12static.xdf.cn/k12/image/externalized/90698dac-7bf4-40d8-8a83-66a02d5bb916.png,3-5步,概念判断,单状态,无约束,无,无,多层因果推理
2602610157647134720,基础题,基础题,基础题|中等题,保留原主标签；相邻档有争议,中,基础题,基础题,第二轮复核认为现有证据只能证明该题处于相邻档边界，不能排除原GPT主标签。为避免使用模型预测反向拟合真值，保留原主标签，并将另一档记录为可接受等级。,三次运行错题并集逐题复核,甲、乙两辆车同时从同一地点出发，其路程—时间图像如图所示，由图像可知（ ）,A. 第10秒时，甲、乙两车速度相同 B. 10～20秒，乙车做匀速直线运动 C. 0～10秒，乙车通过的路程比甲车的路程长 D. 通过前15米时，乙车的平均速度比甲车的平均速度大,解：AB、由图可知，0～20s时，甲车的是一条过原点的直线，可知甲车做匀速直线运动；乙车的是一条平行于时间轴的直线，可知乙车静止，速度为零，所以第10秒时，甲、乙两车速度不相同，故AB不符合题意； C、由图可知，第10s时，两车的位置相同，即两车相遇，表示通过的路程相同，C不符合题意； D．通过前15米时，乙车所用的时间少于甲车所用的时间，根据$v=\frac{s}{t}$可知，乙车的平均速度速度大于甲车的平均速度，故D符合题意。 故选：D。,https://k12static.xdf.cn/k12/image/externalized/d5f5e77b-bb45-424b-ba11-6f17db1d8541.png,https://k12static.xdf.cn/k12/image/externalized/5977a071-4cce-4851-ae8c-d3bdf16a17e6.png,3-5步,概念判断,单状态,无约束,无,多组比较归纳,多层因果推理
2613775611097567232,送分题,送分题,送分题|基础题,保留原主标签；相邻档有争议,中,送分题,基础题,第二轮复核认为现有证据只能证明该题处于相邻档边界，不能排除原GPT主标签。为避免使用模型预测反向拟合真值，保留原主标签，并将另一档记录为可接受等级。,三次运行错题并集逐题复核,为了揭示微观世界的奥秘，无数科学家进行了不懈的探索，下列说法错误的是（ ）,A. 查德威克发现了电子，表明原子不是物质的不可再分的最小单元 B. 卢瑟福建立了原子结构的行星模型 C. 科学家发现原子核由带正电的质子和不带电的中子组成 D. 质子、中子、电子就是组成物质世界的最小微粒，不可再分,解：A．汤姆生发现了电子，从而揭示了原子是可以再分的，查德威克发现了中子，故A错误； B．卢瑟福建立了原子结构的行星模型，即原子的核式结构，故B正确； C．原子核是由带正电的质子和不带电的中子组成，原子的质量主要集中在原子核上，故C正确； D．质子和中子都是由被称为夸克的更小粒子组成的，即质子和中子可再分，电子没有已知的内部结构，是不可再分的粒子，故D错误。 故选：AD。,https://k12static.xdf.cn/k12/image/externalized/b48a9e90-97c1-4749-a6d0-f754f358e274.png,https://k12static.xdf.cn/k12/image/externalized/7eeab14e-68d5-40b1-bd67-f763f664b1a3.png,1-2步,概念判断,单状态,无约束,无,无,直接套用
2623881201234239488,送分题,送分题,送分题|基础题,保留原主标签；相邻档有争议,中,送分题,送分题,第二轮复核认为现有证据只能证明该题处于相邻档边界，不能排除原GPT主标签。为避免使用模型预测反向拟合真值，保留原主标签，并将另一档记录为可接受等级。,三次运行错题并集逐题复核,当家庭电路中使用的用电器越多，则电路的（ ）,A. 总电阻越小 B. 总电流越小 C. 总电压越小 D. 总电压越大,解：因为家庭电路中各用电器是并联的，并且家庭电路电压为220V，因此家庭电路两端总电压不变；故CD错误； 由并联电路特点知，并联电路总电阻的倒数等于各支路电阻倒数之和，并联电路支路越多，并联电路总阻值越小，故A正确，B错误。 故选：A。,https://k12static.xdf.cn/k12/image/externalized/b35e3be4-57c7-4e50-880e-5f91de993141.png,https://k12static.xdf.cn/k12/image/externalized/521a4d3d-e884-465c-989d-2b809413dad2.png,1-2步,概念判断,单状态,无约束,无,无,简单因果推理
2625536342911447040,基础题,基础题,基础题|中等题,保留原主标签；相邻档有争议,中,基础题,基础题,第二轮复核认为现有证据只能证明该题处于相邻档边界，不能排除原GPT主标签。为避免使用模型预测反向拟合真值，保留原主标签，并将另一档记录为可接受等级。,三次运行错题并集逐题复核,如图所示是甲和乙两种物质的质量与体积关系图象，分析图象可知（ ）,A. 甲、乙两种物质的密度之比为4：1 B. 若甲、乙的质量相等，则甲的体积较大 C. 若甲、乙的体积相等，则甲的质量较小 D. 乙物质的密度为0.5kg/m3,"解：A、由图像可知当V甲=10cm3时，m甲=20g,根据${ρ}_{甲}=\frac{{m}_{甲}}{{V}_{甲}}=\frac{20g}{10c{m}^{3}}=2g/c{m}^{3}$； 当${V}_{乙}=10c{m}^{3}$时，m乙=5g,根据${ρ}_{乙}=\frac{{m}_{乙}}{{V}_{乙}}=\frac{5g}{10c{m}^{3}}=0.5g/c{m}^{3}$， 则$\frac{{ρ}_{甲}}{{ρ}_{乙}}=\frac{2g/c{m}^{3}}{0.5g/c{m}^{3}}=4：1$，故A正确； B、根据图像分析当甲乙的质量相同时，即当m=10g时，${V}_{甲}=5c{m}^{3}＜{V}_{乙}=20c{m}^{3}$，故B错误； C、根据图像分析当甲乙的体积相同时，即当V=10cm3时，m甲=20g＞m乙=5g,故C错误； D、由图像可知${ρ}_{乙}=\frac{{m}_{乙}}{{V}_{乙}}=\frac{5g}{10c{m}^{3}}=0.5g/c{m}^{3}$，故D错误。 故选：A。",https://k12static.xdf.cn/k12/image/externalized/44e3a985-bd48-4fa2-9172-7d3fa365d746.png,https://k12static.xdf.cn/k12/image/externalized/9ecddc8e-ddf0-4361-afc5-a4d627e251e3.png,3-5步,图像表格分析,单状态,无约束,无,直接读数,多层因果推理
