题目ID,最终裁定档,裁定置信度,教师标准档,裁定结果,裁定方式,具体裁定原因,教师分析疑点
2589025820182601728,送分题,高,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与送分题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2852664033346949120,送分题,高,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为直接套用，与送分题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2444269675631927296,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为直接套用，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2139836038730514435,送分题,高,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为直接套用，与送分题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2962752047473356800,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为实验探究、含单一约束、实验要求达到“控制变量或故障分析”、图表要求达到“多组比较归纳”、推理为多层因果推理，与中等题边界一致。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
2585898850871676928,基础题,高,中等题,中等题→基础题,改低,原标偏高。最长有效链为1-2步、题型为概念判断、推理为简单因果推理；未出现决定性反推、隐含模型、联合约束或约5—6步迁移链，裁定为基础题。 复核证据：独立盲评与三次模型中有3/4支持基础题。,
2731324821441437696,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、涉及双状态、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
3066337510540455936,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2497960119593648128,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、涉及多状态、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
3105603945309196288,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、实验要求达到“误差评价”、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3202710148641234944,中等题,高,基础题,基础题→中等题,改高,原标偏低。最长有效链为3-5步、题型为概念判断、推理为多层因果推理；实际任务已超过基础题所允许的直接识别/显性应用范围，裁定为中等题。 复核证据：独立盲评与三次模型中有4/4支持中等题。,
3022272897051807744,基础题,高,送分题,送分题→基础题,改高,原标偏低。最长有效链为1-2步、题型为概念判断、推理为直接套用；实际任务已超过送分题所允许的直接识别/显性应用范围，裁定为基础题。 复核证据：独立盲评与三次模型中有3/4支持基础题。 教师分析疑点：教师分析称单一知识点，但实际包含多个独立判断任务。,教师分析称单一知识点，但实际包含多个独立判断任务
2804244328814256128,送分题,高,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为直接套用，与送分题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2568862762073894912,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为力学综合、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3659087209410084864,基础题,中,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：各独立判断分裂，先取五方中位档。,
2680120485862703104,中等题,高,基础题,基础题→中等题,改高,原标偏低。最长有效链为3-5步、题型为力学综合、涉及双状态、含单一约束、推理为多层因果推理；实际任务已超过基础题所允许的直接识别/显性应用范围，裁定为中等题。 复核证据：独立盲评与三次模型中有4/4支持中等题。 教师分析疑点：教师分析称无运算，但官方解析包含计算或公式。,教师分析称无运算，但官方解析包含计算或公式
3665218963398545408,基础题,中,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为跨模块综合、推理为简单因果推理，与基础题边界一致。 复核证据：各独立判断分裂，先取五方中位档。,
3138167617392578560,基础题,中,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：独立盲评与三次模型中有3/4支持中等题；但题目符合单状态、无约束、无实验图像推导的低结构概念题否决条件。,
2974870961860915200,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为实验探究、实验要求达到“控制变量或故障分析”、图表要求达到“多组比较归纳”、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。 教师分析疑点：教师分析称无运算，但官方解析包含计算或公式。,教师分析称无运算，但官方解析包含计算或公式
2814092702021615616,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
2712258785681641472,基础题,中,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：独立盲评与三次模型中有3/4支持中等题；但题目符合单状态、无约束、无实验图像推导的低结构概念题否决条件。,
